key,rec
15902,72261
56200,35472
64417,58752
70249,87000
78048,7147
90741,8110
108021,53807
117883,53557
151570,15957
161180,16599
192477,15878
225574,35411
226189,47564
227360,49393
233372,42360
234874,53227
272964,87307
303188,77818
305693,50369
321140,46623
361408,87289
384988,71708
403949,52416
454850,10483
500828,4718
511354,44227
528399,8698
557418,38580
593726,53270
596533,61725
614651,71416
637189,19304
651473,66691
673833,79491
682814,81259
692339,48174
709293,37375
748744,69511
780161,77107
792228,74178
812977,29006
823539,83263
832348,59760
854044,98762
894837,92065
906398,45312
918595,19771
935366,74899
956282,39714
972416,26107
980732,91616
988749,65036
995100,51368
999143,44799
1014390,72576
1027268,29738
1055889,97097
1084946,54488
1168532,53080
1178980,22544
1188222,51278
1195172,91242
1200211,9347
1212765,15490
1216328,45065
1227782,39471
1242711,53625
1254721,83406
1283269,96561
1293165,1265
1298183,78056
1312670,71437
1314411,83492
1328045,13989
1357679,45926
1359497,25172
1367933,40166
1386285,50611
1387492,36511
1390482,12305
1448379,45520
1449797,9041
1467211,68255
1505474,57827
1530618,22903
1540981,31805
1600725,53194
1650607,30745
1673452,21730
1698724,97563
1733878,34564
1743130,48170
1749801,73825
1753933,95791
1809229,39909
1813390,84657
1815466,79271
1820526,93996
1831684,62936
1851969,54879
1875165,19295
1882853,96688
1987352,7793
1988818,1518
1989550,86463
1991750,70576
2036564,28628
2045223,58640
2066227,76975
2093157,76257
2126387,50857
2144700,33741
2181047,22632
2183206,78811
2194997,88313
2204232,24368
2214324,55392
2229183,32516
2232278,35209
2240216,31716
2245706,49599
2251300,51559
2274099,27717
2289783,30140
2322234,98911
2328580,70781
2369263,60335
2390132,77037
2397596,85934
2402696,7420
2436826,77011
2440662,78883
2452218,36466
2519019,10826
2526022,91200
2552684,90035
2583126,75148
2597384,62794
2599262,16340
2655669,81686
2657582,2505
2788982,84327
2829675,6138
2843150,84654
2848658,5243
2856561,11910
2887255,16591
2900689,53971
2906474,38182
2927623,20499
2951797,69739
2978448,43429
2981429,72325
3010213,81684
3010679,20662
3077670,47440
3085412,60269
3092930,59891
3094728,92951
3133898,25503
3138108,53350
3141843,867
3161287,61518
3161911,1609
3182967,2650
3193496,37617
3202617,4982
3207920,66624
3230839,64071
3257607,83940
3257690,62061
3285644,9811
3313997,68101
3326121,34886
3341149,57753
3341689,42844
3342845,71837
3343869,54408
3367097,15891
3373986,17620
3385179,30281
3388212,43445
3390261,93433
3423800,4007
3436125,94822
3482298,94537
3507714,2805
3568480,72789
3584426,76499
3614985,18626
3658868,55786
3667368,62449
3692494,35657
3702983,76373
3753375,62438
3783480,54720
3793241,98535
3810218,83314
3822384,22092
3838459,98223
3892112,28601
3912830,69135
3919073,76263
3928882,50519
3930273,40516
3933842,2841
3971099,63842
3991283,93839
3996445,79526
4015430,4263
4032155,71134
4066780,23517
4076068,85492
4087473,23230
4118380,56471
4125588,42922
4136214,88226
4155514,99663
4233487,41074
4280156,98661
4281410,75175
4297239,31618
4299012,70533
4340615,56576
4344359,37151
4363540,68070
4366453,53972
4387501,54624
4462833,29636
4471682,58147
4473033,10904
4499532,1789
