key,rec
45664,5144638
89137,3554933
103474,1057330
113680,5618785
126647,2936251
139494,8773618
184042,6569252
192005,9970417
197792,8855098
271599,8752121
283966,32762
295764,1013917
301976,328266
319773,152296
325201,9229802
370404,4435733
372983,1155946
378576,2707212
380278,6723003
423048,3663681
471112,9219801
491844,2953216
492409,7003308
506025,8782789
517876,2707951
558716,1396608
565349,2536309
671211,3562705
703555,8883256
735805,51709
756262,5575898
823099,2832536
830950,1942385
842262,5752474
888960,5879167
898917,176774
925167,4805694
939199,2731534
989883,8034894
1002723,1365612
1011523,8370754
1086211,3449009
1095902,5313551
1125524,4364514
1160488,8401600
1223147,3804519
1234613,2930564
1257269,4500317
1269148,9643370
1278203,8605600
1293796,7420415
1317767,2002541
1349403,4226626
1389218,4365069
1418747,2054561
1429715,7660377
1431450,3011188
1439874,7401684
1466717,530525
1482965,6241224
1496817,6390075
1506971,6443406
1535896,5287198
1601187,6703356
1656271,7885188
1736954,9439959
1740237,3430502
1741044,1861619
1799592,7066056
1819505,804073
1826060,7436523
1838162,763163
1839553,449347
1850692,139347
1855527,7067992
1891249,3854536
1955877,2959141
1996934,6534880
2052969,9297785
2056114,7859952
2065981,5878448
2066898,9909939
2084964,3066391
2096811,6450510
2125252,7606121
2150163,2453987
2159382,3579772
2219711,6988423
2244841,8526085
2271066,6223478
2273051,4441406
2291372,3889408
2306259,1380847
2312463,6397520
2326191,1366015
2342356,4162415
2364006,4023464
2367600,2638420
2386248,5534002
2395051,2557882
2448025,876352
2457643,7747150
2488929,544049
2514547,7402062
2514995,9676501
2548562,4990295
2572053,296
2584483,266645
2589736,54244
2599055,4922467
2656831,1762973
2673076,9533650
2682321,6241272
2692803,2282374
2694874,6815999
2705744,9387948
2731794,6277051
2760730,9784906
2760908,7452602
2761383,9058714
2786011,9854286
2837184,3144956
2837841,4428512
2841126,2627810
2869202,7963678
2878375,9265915
2912042,6398757
2925018,3447704
3007743,9677540
3041293,1518
3050053,4662487
3054010,3165857
3102973,7055954
3130906,9140421
3144109,4544537
3157773,1550788
3211275,4218895
3262018,4976109
3262513,7641164
3263907,2207586
3285378,3074496
3302933,5280369
3350080,468037
3351836,2139630
3366421,211006
3389163,5094577
3397594,9031747
3419316,4449011
3436333,9494232
3437640,6251449
3482163,5969319
3515015,4088198
3537040,5934864
3564813,3233099
3575097,385856
3578987,4616103
3631893,2360422
3638857,3972724
3688758,90855
3709312,6681382
3713786,9054601
3724527,1947979
3743963,5284064
3796932,6900879
3826069,6313699
3927861,9130795
3937423,4142704
3950468,9012725
3952376,568755
3972939,9060243
4033295,3722751
4051333,7469051
4065119,2805148
4077882,5149729
4103037,5907038
4158347,3738105
4164495,6840632
4190441,3451360
4219029,2718479
4233088,4978330
4253482,2800317
4280273,3044741
4284485,177337
4311682,8599887
4342701,4375312
4366893,4263557
4404158,1574173
4445547,2711878
4455903,7695393
4471443,43695
4477800,7429139
4486405,1630287
4543345,1056610
4561604,2650922
4647321,2621868
4702087,964866
4708205,4824610
4714803,1563215
4750126,3040103
4754470,5036629
4778028,9016301
4804480,2317280
4839586,4067201
4859759,4917758
4895674,6051954
4907476,530383
4922599,8826532
4932813,6260761
4945252,5077530
4968885,2858798
4974476,4692935
4986267,5260950
5003400,3529819
5100587,8991131
5103214,7829914
5110377,4232697
5120499,1277729
5136235,6746155
5139573,5394528
5168732,3928012
5254494,2252899
5382960,5458752
5425840,4644026
5430901,4733078
5456408,2458054
5489603,4072554
5497062,1759088
5538747,8862182
5556348,9224383
5567873,1484121
5581274,9261195
5582345,1296608
5603498,3406007
5626281,3942917
5690235,8487741
5691660,2578879
5707512,819235
5716464,7216904
5729185,2477912
5771766,3512571
