key,rec
15902,67827311
56200,55178818
64417,86208100
70249,28717793
78048,32207737
90741,7903691
108021,10178191
117883,60838330
151570,17850444
161180,85660020
192477,98887017
225574,6464227
226189,33670737
227360,14468808
233372,36490220
234874,2365183
272964,57929815
303188,1514688
305693,28556991
321140,95300683
361408,50740636
384988,38772212
403949,51057184
454850,57297970
500828,10419172
511354,45347419
528399,80524336
557418,82314822
593726,78707945
596533,44247427
614651,18054195
637189,72540696
651473,58893331
673833,32116533
682814,8439613
692339,46219965
709293,41814272
748744,85664512
780161,67069662
792228,91629847
812977,71336533
823539,69338944
832348,50362355
854044,73739545
894837,89122199
906398,13032509
918595,78488125
935366,85359359
956282,66184838
972416,90549081
980732,64203848
988749,82100674
995100,80152302
999143,17768660
1014390,24063059
1027268,41899550
1055889,29181020
1084946,75663793
1168532,44472074
1178980,73823162
1188222,86435979
1195172,55687644
1200211,51094527
1212765,76242195
1216328,39170124
1227782,68600988
1242711,84761065
1254721,5062588
1283269,73503686
1293165,81466617
1298183,64307126
1312670,93747246
1314411,56766852
1328045,9002721
1357679,41670278
1359497,31618220
1367933,98228366
1386285,59338231
1387492,61125890
1390482,67108968
1448379,67832004
1449797,97726647
1467211,24251772
1505474,70092865
1530618,47908676
1540981,15272490
1600725,39328952
1650607,3010049
1673452,44673149
1698724,49890474
1733878,77581211
1743130,86249630
1749801,49881622
1753933,48372643
1809229,7396471
1813390,99436869
1815466,83617776
1820526,63192592
1831684,78171515
1851969,52958755
1875165,7806485
1882853,2372091
1987352,44892745
1988818,74056405
1989550,44236433
1991750,77266
2036564,35176838
2045223,55892697
2066227,14024316
2093157,71465993
2126387,97860156
2144700,81609926
2181047,24761280
2183206,78339201
2194997,84089579
2204232,1875801
2214324,20768714
2229183,13336719
2232278,44215708
2240216,48309094
2245706,18074914
2251300,32700778
2274099,21540026
2289783,11456243
2322234,99440460
2328580,29399878
2369263,45795784
2390132,24945562
2397596,52061925
2402696,86464062
2436826,27176842
2440662,31787554
2452218,34791389
2519019,63426258
2526022,12451057
2552684,91035039
2583126,91120776
2597384,21487176
2599262,97590571
2655669,48634050
2657582,86337084
2788982,37306240
2829675,34309363
2843150,48663569
2848658,65507092
2856561,41428420
2887255,45242522
2900689,86380020
2906474,76987336
2927623,22058196
2951797,459144
2978448,37013670
2981429,8650639
3010213,45230240
3010679,13564942
3077670,32751847
3085412,82206052
3092930,4428981
3094728,83875912
3133898,23455865
3138108,95883551
3141843,16996296
3161287,12120155
3161911,25056819
3182967,77436318
3193496,83259007
3202617,5677666
3207920,25467434
3230839,11260664
3257607,68411495
3257690,64306573
3285644,6131574
3313997,24898437
3326121,57097284
3341149,16741885
3341689,39211687
3342845,7247834
3343869,26001388
3367097,4049307
3373986,65734471
3385179,15962436
3388212,68583296
3390261,32946138
3423800,87809743
3436125,545988
3482298,4178774
3507714,30764928
3568480,63361352
3584426,41512119
3614985,5356799
3658868,36227262
3667368,32107106
3692494,7735016
3702983,11358075
3753375,5092599
3783480,80911254
3793241,67126982
3810218,5309352
3822384,48048724
3838459,53045945
3892112,67614103
3912830,69423253
3919073,26761594
3928882,83157253
3930273,1118054
3933842,270306
3971099,87545801
3991283,22617892
3996445,74149107
4015430,66782395
4032155,23741585
4066780,73012131
4076068,82237839
4087473,40636545
4118380,9972269
4125588,35852570
4136214,17084239
4155514,65119964
4233487,74436664
4280156,28526384
4281410,42658770
4297239,3049785
4299012,57814187
4340615,85378488
4344359,71766123
4363540,4911125
4366453,10088145
4387501,59853059
4462833,68410761
4471682,60099223
4473033,6233114
4499532,46313117
4566345,39205824
4583379,47040628
4653138,79587893
4655139,22213790
4675938,53672037
4725831,96890520
4800132,55064773
4807783,39533055
4822889,16613479
4836968,19051239
4887084,76353849
4899657,38540422
4972547,35033984
4983892,38461307
5013509,7196481
5016666,28919717
5020081,13897707
5022298,61273243
5037364,23063141
5064238,13404128
5064926,6736779
5073218,66820105
5082791,52487319
5111658,43925214
5120122,15541884
5122227,92764695
5185924,7871291
5197999,98497260
5224227,74460
5244757,14973267
5300299,93903758
5320511,45800307
5324582,52447158
5335167,28842249
5395762,19527611
5401943,29347833
5405041,60433956
5415761,63568076
5460431,57802972
5475950,48926619
5476742,64826749
5479867,85115536
5482700,11679811
5488066,94370128
5508389,81767942
5600564,92182589
5604824,44349798
5630627,64599435
5642466,76325390
5670860,55223337
5706583,66230653
5722049,29271996
5808965,38755479
5811786,71854466
5889056,67480995
5889262,52004395
5955798,40263869
5963297,14007050
6061915,31076207
6065591,9872911
6069974,43016568
6087403,55755638
6115070,80320853
6116592,24880771
6127611,89146395
6151544,43821790
6170404,50782586
6175440,65038238
6201810,71757271
6213147,62733829
6216291,85733858
6247147,26494021
6264619,71209521
6286598,82435172
6305784,42284479
6314541,13128659
6318156,91088546
6327612,99765404
6331291,21460469
6350160,39085540
6351148,11150008
6403383,99170425
6448458,36496930
6463273,25137780
6474900,77032582
6522435,97130367
6523714,77092146
6587878,83642290
6593440,24447044
6603923,68133461
6617320,43402632
6724836,96216973
6726062,95836679
6727970,89673354
6748567,67118156
6777375,75398325
6792762,17492139
6825254,71648609
6829903,85552343
6840008,94812811
6847495,9836504
6871239,59129298
6879111,10580774
6895780,76081234
6896465,66052458
6900776,17173093
6902553,54100048
6902717,23418197
6930538,12185165
6937013,71482343
6954769,72408872
6980304,69575335
6995268,26063907
6999533,44777618
7015031,29022775
7087401,56816211
7092707,76149867
7118197,13731819
7134308,42548757
7136792,31854314
7177102,77286212
7242647,89058529
7281594,73799907
7293833,21594128
7313021,19505184
7321809,73114780
7329963,6713272
7341221,28677028
7367758,93768161
7450834,83829789
7452604,24100721
7453170,88322107
7462809,9718394
7466041,20021223
7488029,3470750
7544747,40567806
7549168,7515559
7590626,62742725
7622882,1094032
7624622,52412441
7624722,55222604
7643572,90977805
7671367,22633754
7722452,72851083
7776559,79224964
7779738,76209052
7785112,54385651
7794782,30918069
7857789,48027873
7905384,98347836
7906096,95938659
7928278,97796027
8023932,25886663
8050947,77016495
8073230,52750435
8082732,80077675
8102323,17911811
8114521,50732775
8196196,37890661
8204101,55448624
8245514,18243538
8247813,45271016
8250894,67646174
8252214,82853906
8267069,38557436
8270703,11751970
8299871,73170027
8301936,84316406
8337244,75474975
8338925,75828796
8345147,64675253
8349585,98650232
8354098,33630057
8373569,64161691
8378083,96452733
8435526,49510921
8448950,72203924
8462465,92937467
8465050,73920953
8489163,54754862
8560285,62113140
8575430,24534693
8581026,75994651
8592497,73951210
8605213,47453998
8633057,74753758
8681401,78208290
8696535,12413916
8717750,67239360
8723885,3683252
8738048,80961226
8749293,24415505
8810521,62898908
8828735,25486607
8845229,32379662
8877497,98304088
8911454,39737031
8930372,18472744
8969095,44988791
8986770,88583647
9012509,75681742
9022057,3514781
9029481,71767179
9046733,96543932
9121378,73842431
9125813,56902970
9131087,57882946
9131592,11356934
9135094,90957154
9151020,40375231
9152912,62557454
9168327,77493434
9209281,5499219
9220822,81086369
9236755,9942080
9238273,3280021
9250452,30640515
9282468,74076445
9290822,37446102
9337279,49526936
9362989,77707751
9366772,74280681
9368213,42724262
9368247,28877002
9390284,28045504
9401287,52472544
9402833,86691946
9420079,28543701
9435168,42640460
9503609,85801493
9530003,23552794
9531868,30693602
9535790,31761229
9546544,13912038
9549545,22410368
9556637,43212781
9585182,4759589
9624017,34938118
9641183,58205256
9701054,95186607
9703803,16879796
9708829,39910283
9728201,50958450
9746829,59279865
9834953,6739948
9870318,88305775
9883547,61219955
9912480,17379355
9924697,86966954
9995494,90390586
9997504,35329064
10033391,11871900
10036290,22322120
10045374,73563896
10119003,65436134
10178879,65669736
10192071,20407702
10233797,52618689
10272520,45903797
10278899,10643707
10293766,65013297
10324054,23574297
10324594,9762887
10336289,77338788
10374439,75040840
10420446,30942941
10471848,38990052
10476586,60235323
10560727,26773934
10580791,53245157
10593155,18700360
10622853,45145380
10643719,24592583
10653104,2952615
10659852,94994760
10685243,92822274
10719712,83131094
10721023,34494420
10730423,82446123
10750774,76349228
10757551,87187338
10786729,9165189
10799955,68988071
10804819,79059025
10813319,78956092
10826606,86128774
10843835,61083460
10911215,45352526
10947390,66507640
10965286,37297568
11001189,16060968
11035456,52137918
11037432,84452053
11049572,56481860
11067498,23943480
11067506,83014838
11099006,50829099
11111810,77222979
11125281,54278150
11159293,17492609
11220091,10587248
11255206,97867061
11308762,67457700
11314842,39510347
11316197,10292461
11346354,19152254
11393500,99983009
11402766,44860289
11419414,57872905
11422858,60409333
11425583,28151823
11432264,9005725
11433582,50884551
11471532,28271854
11481524,83177847
11488352,2015524
11496727,21011819
11520042,95430433
11552316,54067574
11561669,51363073
11569320,57528012
11572356,98546506
11573174,39894354
11584931,65737959
11585921,65732359
11628681,84541951
11629274,19567798
11649903,95223544
11688618,22634910
11724186,69059390
11731211,82575552
11760606,66495994
11769860,53784233
11841380,77777019
11869770,85191417
11875973,29242746
11913382,91129705
11937783,22109995
11938930,64068599
11978732,98761480
12038897,84345998
12049579,85515930
12052986,21097939
12096370,67953663
12096957,46734502
12105713,92032892
12118561,32981580
12213757,87482302
12239015,81470306
12258466,73905292
12284348,40745374
12286996,60933766
12300288,65651098
12316251,32248154
12317625,43478373
12358108,51965654
12366649,64345541
12376735,25664380
12381528,27005135
12396551,11543368
12443094,78107901
12464910,82556847
12590333,98854489
12598689,70504587
12601197,84637064
12609452,48350504
12627328,56586202
12637083,58513642
12643705,86037461
12663938,92066446
12691334,52738928
12696796,82846729
12704674,82848896
12738943,54103789
12769579,19705390
12777884,4548486
12792524,40292711
12862022,18225576
12881964,90372923
12895200,57850996
12903843,12745177
12906759,94680786
12930355,4184701
12933393,86138968
12962149,40805008
12991681,20909380
13026525,88379733
13044364,81709504
13045673,57562005
13092467,45600755
13116569,49733288
13134442,85058759
13161148,9011298
13174687,51445209
13176756,85888626
13177660,70255159
13256956,16356044
13277573,85348240
13309517,49101848
13322764,23314871
13358583,44821048
13368961,27665474
13377309,13998929
13385574,27820359
13395161,2541263
13423186,20017118
13439844,14274353
13449116,30216589
13485233,52187835
13509659,55728835
13519794,67138807
13538126,11554521
13538321,85365716
13553942,12507443
13604429,11452569
13607428,70987955
13607528,59749808
13737353,15153554
13737602,59302415
13739440,71798007
13753618,9591016
13782119,81335748
13846234,78281301
13878889,246628
13880385,55143476
13917349,41816101
13923381,87901898
13928171,87474258
13928835,74539397
13931250,18219292
13980113,44146151
13993413,33160281
14000284,51297478
14047518,45501296
14050618,52709900
14054187,72179360
14072291,70593916
14084599,39407964
14099794,1229451
14114979,89548583
14137409,41208454
14146212,89475634
14185254,62057274
14207615,23956594
14244587,24617051
14258083,14164405
14264870,37991092
14273867,11008524
14326920,17668581
14374662,40087750
14428880,72574699
14429624,65732973
14433646,31058611
14447333,65591965
14465256,52654767
14468413,89528823
14474599,74542365
14485688,73126756
14526977,37328822
14542569,69156069
14564780,43946898
14570961,85283223
14599816,57164775
14606064,99153853
14619834,88013101
14682505,71335070
14690861,32615447
14704534,67554069
14823462,43400924
14836707,39954054
14845230,76968447
14866690,58033161
14893918,91671206
14897184,26211695
14898839,3311587
14900151,30697276
14905173,16452131
14983050,46599116
14983261,9331253
15002533,63525302
15083539,86954974
15134507,94488861
15138134,13047074
15170680,76233052
15180800,84367972
15189095,45582573
15203331,87557020
15242926,48213206
15289478,117852
15294314,81226898
15350341,61227105
15364022,97950420
15376332,60708147
15395895,77511337
15417186,37070753
15434195,89731650
15453974,78724166
15481015,23112463
15493382,9411700
15512940,49197074
15518187,59540435
15537799,70452207
15619249,52883234
15626264,20980075
15647185,22630717
15736716,48221414
15752047,23842501
15769779,49972008
15779196,41810369
15826407,13391731
15877622,86965034
15883711,60712122
15902168,37766037
15999019,29819604
16021532,95123243
16028839,74898350
16032144,86749283
16106420,15110554
16120553,20856002
16166609,30185179
16180011,56830391
16199918,49818138
16200054,75378908
16225962,6278259
16251032,63598518
16276848,84141473
16293194,25130631
16325113,55037369
16367387,48147705
16370878,35283442
16428519,14765911
16439037,22127249
16449859,53964592
16458111,37828469
16504256,10878798
16510682,30936454
16535571,20918822
16543575,54668823
16547416,50529321
16550860,31254811
16645738,12655310
16662898,94483098
16680487,96978390
16685351,62360101
16699313,73453162
16744327,94364801
16754622,63676647
16761148,39673545
16769631,89941520
16829011,98718377
16912841,52627215
16941084,84793535
16984490,5776570
16991342,60012430
17001675,16570001
17003321,98390080
17010504,65187322
17017148,84140167
17021015,40418823
17024514,46682551
17082701,3322385
17083650,49422563
17089194,13659993
17103636,20889389
17145650,98015103
17162691,57945049
17209303,66098315
17303393,3917440
17314095,15725046
17382178,23821592
17389795,17987661
17405024,93365513
17422115,79128706
17468895,99347013
17474019,60351809
17479918,72967515
17480286,31862640
17501993,18414526
17511727,67950549
17515120,59951851
17534722,58764723
17540314,25833102
17622725,58380599
17694020,61480700
17732326,17931331
17742871,36143746
17808675,93282277
17830294,61807350
17836374,12284320
17870544,59533808
17919137,72699285
17937359,89976415
17966677,91785777
18015840,38926048
18026265,8568548
18030988,10847117
18084699,15540092
18095474,78570851
18098330,75096022
18101841,64144607
18134299,18848527
18135992,90580191
18138199,85540992
18147637,88108302
18153468,77311125
18174738,3556741
18178117,14159344
18192636,70784682
18197793,32850411
18208412,10384763
18224108,27543900
18224896,69285397
18243316,71723369
18290481,31644883
18299703,92724976
18300053,96405387
18301424,85249191
18302805,48773542
18320300,41381276
18367673,3930116
18398044,62157961
18439820,46004304
18441289,81152181
18479648,45541009
18532179,96766901
18545402,85985453
18553510,26014322
18567611,71974422
18604454,8688595
18621376,2824655
18625546,92078163
18662734,93942286
18692930,76121445
18699290,2312931
18705568,87773396
18741647,25992221
18755203,87307605
18758400,12171485
18773428,60849486
18776421,72309777
18792113,5798932
18794276,9428588
18794498,49884269
18838561,28129010
18890109,83050882
18892962,95785491
18913295,76462742
18923544,96598183
18935345,43411112
18980040,9374545
19008368,93014296
19047552,914753
19050621,33873920
19066439,26135933
19067860,73376759
19104902,93954238
