key,rec
1,175
1,123
1,227
1,309
1,11
1,25
1,231
1,205
1,214
1,294
1,278
1,54
1,7
1,243
1,72
1,172
1,239
1,297
1,152
1,279
1,26
1,147
1,196
1,287
1,249
1,95
1,324
1,193
1,31
1,233
1,274
1,298
1,213
1,109
1,333
1,206
1,24
1,166
1,103
1,251
1,313
1,320
1,43
1,32
1,105
1,302
1,219
1,241
1,311
1,289
1,221
1,63
1,40
1,30
1,60
1,246
1,189
1,183
1,272
1,88
1,18
1,75
1,244
1,45
1,59
1,270
1,264
1,122
1,194
1,98
1,322
1,182
1,131
1,180
1,78
1,161
1,130
1,102
1,100
1,208
1,163
1,273
1,8
1,224
1,261
1,181
1,216
1,226
1,33
1,104
1,235
1,277
1,187
1,188
1,135
1,119
1,36
1,282
1,19
1,158
1,266
1,185
1,52
1,20
1,3
1,304
1,85
1,203
1,70
1,89
1,200
1,167
1,53
1,202
1,165
1,268
1,4
1,29
1,44
1,57
1,276
1,230
1,86
1,118
1,28
1,51
1,42
1,197
1,91
1,245
1,220
1,160
1,228
1,126
1,286
1,139
1,159
1,195
1,174
1,178
1,120
1,225
1,168
1,170
1,80
1,93
1,316
1,293
1,12
1,77
1,136
1,13
1,299
1,153
1,271
1,49
1,258
1,125
1,150
1,192
1,176
1,68
1,218
1,132
1,318
1,248
1,46
1,191
1,116
1,307
1,332
1,217
1,155
1,211
1,223
1,117
1,55
1,171
1,305
1,10
1,111
1,283
1,325
1,263
1,229
1,204
1,212
1,138
1,291
1,199
1,121
1,39
1,254
1,321
1,92
1,66
1,112
1,184
1,127
1,21
1,281
1,329
1,201
1,76
1,207
2,54
2,92
2,12
2,307
2,324
2,51
2,190
2,222
2,71
2,160
2,153
2,241
2,46
2,272
2,299
2,15
2,301
2,259
2,232
2,224
2,19
2,187
2,235
2,11
2,282
2,105
2,106
2,288
2,266
2,27
2,169
2,85
2,112
2,300
2,171
2,163
2,257
2,219
2,175
2,99
2,164
2,327
2,98
2,32
2,37
2,239
2,227
2,144
2,103
2,131
2,40
2,57
2,237
2,35
2,135
2,280
2,244
2,148
2,261
2,59
2,83
2,4
2,276
2,287
2,252
2,149
2,60
2,167
2,270
2,198
2,155
2,238
2,308
2,260
2,333
2,18
2,291
2,305
2,310
2,47
2,107
2,132
2,114
2,146
2,150
2,182
2,316
2,292
2,183
2,33
2,303
2,225
3,259
3,217
3,141
3,236
3,90
3,172
3,85
3,58
3,61
3,191
3,260
